 other_after   nothing
 
Po po prep:acc  nothing
pierwsze pierwszy adj:sg:acc:n:pos  nothing
owa ow adj:sg:nom:f:pos  nothing
Indianka Indianka subst:sg:nom:f  nothing
niekoniecznie niekoniecznie adv:pos  nothing
musiała musieć praet:sg:f:imperf  nothing
być być inf:imperf  nothing
porwana porwać ppas:sg:nom:f:perf:aff comma_after 
a a conj  nothing
po po prep:acc  nothing
drugie drugi adj:sg:acc:n:pos  nothing
geny gen subst:pl:acc:m3  nothing
naszej nasz adj:sg:gen:f:pos  nothing
bohaterki bohaterka subst:sg:gen:f  nothing
mogły móc praet:pl:f:imperf  nothing
zmieszać zmieszać inf:perf  nothing
się się qub  nothing
ze z prep:inst:wok  nothing
skandynawskimi skandynawski adj:pl:inst:f:pos  nothing
w w prep:loc:nwok  nothing
Ameryce Ameryka subst:sg:loc:f comma_after 
a a conj  nothing
do do prep:gen  nothing
Europy Europa subst:sg:gen:f  nothing
sprowadziła sprowadzić praet:sg:f:perf  nothing
je on ppron3:pl:acc:f:ter:akc:npraep  nothing
jedynie jedynie qub  nothing
jej on ppron3:sg:gen:f:ter:akc:npraep  nothing
potomkini potomkini subst:sg:nom:f other_after 
 
Umieścił umieścić praet:sg:m1:perf  nothing
em być aglt:sg:pri:imperf:wok  nothing
na na prep:acc  nothing
wiki Wika subst:sg:gen:f  nothing
CC cc subst:sg:gen:f  nothing
PL plac brev:pun  nothing
surowe surowy adj:sg:nom:n:pos  nothing
tłumaczenie tłumaczenie subst:sg:nom:n  nothing
filmu film subst:sg:gen:m3 other_after 
Good good subst:sg:nom:m3  nothing
Copy copy subst:sg:nom:m3  nothing
Bad bad subst:sg:nom:m3  nothing
Copy copy subst:sg:nom:m3 other_after 
który który adj:sg:acc:m3:pos  nothing
pokazywali pokazywać praet:pl:m1:imperf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
na na prep:loc  nothing
wtorkowym wtorkowy adj:sg:loc:n:pos  nothing
spotkaniu spotkanie subst:sg:loc:n  nothing
z z prep:gen:nwok  nothing
cyklu cykl subst:sg:gen:m3  nothing
Kultura kultura subst:sg:nom:f  nothing
2 2 num:pl:nom:m3:congr other_after 
0 0 num:pl:nom:m3:rec other_after 
 
Prosimy prosić fin:pl:pri:imperf  nothing
wszystkie wszystek adj:pl:nom:f:pos  nothing
osoby osoba subst:pl:nom:f comma_after 
które który adj:pl:nom:f:pos  nothing
są być fin:pl:ter:imperf  nothing
zainteresowane zainteresować ppas:pl:nom:f:perf:aff  nothing
jego on ppron3:sg:gen:m1:ter:akc:npraep  nothing
wykorzystaniem wykorzystać ger:sg:inst:n:perf:aff  nothing
o o prep:acc  nothing
pomoc pomoc subst:sg:acc:f other_after 
do do prep:gen  nothing
20 20 adj:sg:gen:m3:pos  nothing
listopada listopad subst:sg:gen:m3  nothing
chcemy chcieć fin:pl:pri:imperf  nothing
je on ppron3:pl:acc:m3:ter:akc:npraep  nothing
oczyścić oczyścić inf:perf  nothing
z z prep:gen:nwok  nothing
błędów błąd subst:pl:gen:m3 other_after 
 
Zapraszamy zapraszać fin:pl:pri:imperf  nothing
więc więc conj  nothing
serdecznie serdecznie adv:pos  nothing
do do prep:gen  nothing
wprowadzenia wprowadzić ger:sg:gen:n:perf:aff  nothing
korekty korekta subst:sg:gen:f  nothing
na na prep:acc  nothing
wiki Wika subst:sg:gen:f other_after 
jednocześnie jednocześnie adv:pos  nothing
prosimy prosić fin:pl:pri:imperf  nothing
o o prep:acc  nothing
nie on ppron3:sg:acc:n:ter:akc:praep  nothing
kopiowanie kopiować ger:sg:acc:n:imperf:aff  nothing
tekstu tekst subst:sg:gen:m3  nothing
do do prep:gen  nothing
innych inny adj:pl:gen:n:pos  nothing
miejsc miejsce subst:pl:gen:n  nothing
w w prep:loc:nwok  nothing
sieci sieć subst:sg:loc:f comma_after 
gdyż gdyż comp  nothing
jest być fin:sg:ter:imperf  nothing
to to pred  nothing
wersja wersja subst:sg:nom:f  nothing
niedopracowana dopracować ppas:sg:nom:f:perf:neg other_after 
 
Teoria teoria subst:sg:nom:f  nothing
ich on ppron3:pl:gen:n:ter:akc:npraep  nothing
autorstwa autorstwo subst:sg:gen:n  nothing
nosi nosić fin:sg:ter:imperf  nothing
miano miano subst:sg:acc:n  nothing
ukrytego ukryć ppas:sg:gen:m3:perf:aff  nothing
egotyzmu egotyzm subst:sg:gen:m3 other_after 
Implicit implicit subst:sg:nom:m3  nothing
Egotism egotism subst:sg:nom:m3 other_after 
 
Opublikowane opublikować ppas:pl:nom:m3:perf:aff  nothing
w w prep:loc:nwok  nothing
2002 2002 adj:sg:loc:m3:pos  nothing
roku rok subst:sg:loc:m3  nothing
badanie badan subst:sg:loc:m3  nothing
o o prep:loc  nothing
charakterze charakter subst:sg:loc:m3  nothing
analizy analiza subst:sg:gen:f  nothing
danych dana subst:pl:gen:f  nothing
statystycznych statystyczny adj:pl:gen:f:pos  nothing
dowiodło dowieść praet:sg:n:perf comma_after 
że że comp  nothing
istotnie istotnie adv:pos  nothing
ludzie człowiek subst:pl:nom:m1  nothing
charakteryzują charakteryzować fin:pl:ter:imperf  nothing
się się qub  nothing
ciągotami ciągota subst:pl:inst:f  nothing
do do prep:gen  nothing
miejsc miejsce subst:pl:gen:n  nothing
czy czy conj  nothing
rzeczy rzecz subst:pl:gen:f comma_after 
które który adj:pl:nom:f:pos  nothing
w w prep:loc:nwok  nothing
jakimś jakiś adj:sg:loc:m3:pos  nothing
stopniu stopień subst:sg:loc:m3  nothing
podobne podobny adj:pl:nom:m3:pos  nothing
są być fin:pl:ter:imperf  nothing
do do prep:gen  nothing
kojarzonych kojarzyć ppas:pl:gen:m3:imperf:aff  nothing
ze z prep:inst:wok  nothing
sobą siebie siebie:inst  nothing
właściwości właściwość subst:pl:acc:f other_after 
 
W w prep:loc:nwok  nothing
pierwszym pierwszy adj:sg:loc:n:pos  nothing
badaniu badanie subst:sg:loc:n  nothing
autorzy autor subst:pl:nom:m1  nothing
teorii teoria subst:pl:gen:f  nothing
sprawdzili sprawdzić praet:pl:m1:perf  nothing
za za prep:inst  nothing
pomocą pomoc subst:sg:inst:f  nothing
bazy baza subst:sg:gen:f  nothing
danych dana subst:pl:gen:f  nothing
osób osoba subst:pl:gen:f  nothing
zmarłych zmarły adj:pl:gen:f:pos comma_after 
ile ile num:pl:nom:f:rec  nothing
osób osoba subst:pl:gen:f  nothing
wybiera wybierać fin:sg:ter:imperf  nothing
na na prep:acc  nothing
miejsce miejsce subst:sg:acc:n  nothing
zamieszkania zamieszkać ger:sg:gen:n:perf:aff  nothing
miasto miasto subst:sg:nom:n comma_after 
którego który adj:sg:gen:m3:pos  nothing
trzy trzy num:pl:nom:f:congr  nothing
pierwsze pierwszy adj:pl:nom:f:pos  nothing
litery litera subst:pl:nom:f  nothing
zgadzają zgadzać fin:pl:ter:imperf  nothing
się się qub  nothing
z z prep:inst:nwok  nothing
początkiem początek subst:sg:inst:m3  nothing
imienia imienie subst:sg:gen:n  nothing
danej dany adj:sg:gen:f:pos  nothing
osoby osoba subst:sg:gen:f other_after 
 
By by comp  nothing
uwidocznić uwidocznić inf:perf  nothing
różnice różnica subst:pl:acc:f  nothing
powstały powstać praet:pl:f:perf  nothing
pary para subst:pl:nom:f  nothing
imion imię subst:pl:gen:n  nothing
i i conj  nothing
większych duży adj:pl:gen:n:com  nothing
miast miasto subst:pl:gen:n other_after 
Mildred mildred subst:sg:nom:n other_after 
Milwaukee Milwaukee subst:sg:nom:n comma_after 
Virginia Virginia subst:sg:nom:f other_after 
Virginia Virginia subst:sg:nom:f  nothing
Beach beach subst:sg:nom:f comma_after 
Jack Jack subst:sg:nom:m1 other_after 
Jacksonville jacksonville subst:sg:nom:m1  nothing
oraz oraz conj  nothing
Philip philip subst:sg:nom:m3 other_after 
Philadelphia philadelphia subst:sg:nom:m1 other_after 
 
Następnie następnie adv comma_after 
na na prep:acc  nothing
przykład przykład subst:sg:acc:m3  nothing
w w prep:loc:nwok  nothing
przypadku przypadek subst:sg:loc:m3  nothing
kobiet kobieta subst:pl:gen:f comma_after 
porównywano porównywać imps:imperf  nothing
liczbę liczba subst:sg:acc:f  nothing
Mildred mildred subst:pl:gen:m1  nothing
mieszkających mieszkać pact:pl:gen:m1:imperf:aff  nothing
w w prep:loc:nwok  nothing
Milwaukee Milwaukee subst:sg:loc:n  nothing
z z prep:inst:nwok  nothing
tymi ten adj:pl:inst:n:pos  nothing
mieszkającymi mieszkać pact:pl:inst:n:imperf:aff  nothing
w w prep:loc:nwok  nothing
Virginia Virginia subst:sg:nom:f  nothing
Beach beach subst:sg:loc:f  nothing
i i conj  nothing
na na prep:acc  nothing
odwrót odwrót subst:sg:acc:m3 other_after 
 
W w prep:loc:nwok  nothing
każdym każdy adj:sg:loc:m3:pos  nothing
przypadku przypadek subst:sg:loc:m3  nothing
wynik wynik subst:sg:nom:m3  nothing
badania badanie subst:sg:gen:n  nothing
potwierdzał potwierdzać praet:sg:m1:imperf  nothing
prawdziwość prawdziwość subst:sg:acc:f  nothing
teorii teoria subst:sg:gen:f other_after 
 
Różnice różnica subst:pl:nom:f  nothing
statystyczne statystyczny adj:pl:nom:f:pos  nothing
odbiegające odbiegać pact:pl:nom:f:imperf:aff  nothing
od od prep:gen:nwok  nothing
średniej średnia subst:sg:gen:f  nothing
dochodziły dochodzić praet:pl:f:imperf  nothing
do do prep:gen  nothing
ponad ponad qub  nothing
120 120 num:pl:gen:f:congr  nothing
osób osoba subst:pl:gen:f comma_after 
przy przy prep:loc  nothing
pojedynczym pojedynczy adj:sg:loc:n:pos  nothing
badaniu badanie subst:sg:loc:n  nothing
1409 1409 num:pl:nom:f:rec  nothing
kobiet kobieta subst:pl:gen:f other_after 
 
Podobne podobny adj:pl:nom:m3:pos  nothing
wyniki wynik subst:pl:nom:m3  nothing
dały dać praet:pl:n:perf  nothing
kolejne kolejny adj:pl:nom:n:pos  nothing
badania badanie subst:pl:nom:n comma_after 
biorące brać pact:pl:acc:m3:imperf:aff  nothing
pod pod prep:acc:nwok  nothing
uwagę uwaga subst:sg:acc:f  nothing
początek początek subst:sg:acc:m3  nothing
nazwiska nazwisko subst:sg:gen:n  nothing
oraz oraz conj  nothing
stanu stan subst:sg:gen:m3  nothing
w w prep:loc:nwok  nothing
którym który adj:sg:loc:m3:pos  nothing
dana dany adj:sg:nom:f:pos  nothing
osoba osoba subst:sg:nom:f  nothing
żyje żyć fin:sg:ter:imperf comma_after 
początek początek subst:sg:nom:m3  nothing
nazwiska nazwisko subst:sg:gen:n  nothing
i i conj  nothing
miasta miasto subst:sg:gen:n comma_after 
czy czy conj  nothing
imienia imienie subst:sg:gen:n  nothing
i i conj  nothing
stanu stan subst:sg:gen:m3 other_after 
 
Jak jak adv:pos  nothing
widać widać pred comma_after 
miasto miasto subst:sg:nom:n  nothing
które który adj:sg:nom:n:pos  nothing
dzieli dzielić fin:sg:ter:imperf  nothing
z z prep:inst:nwok  nothing
nami my ppron12:pl:inst:m1:pri  nothing
trzy trzy num:pl:nom:f:congr  nothing
pierwsze pierwszy adj:pl:nom:f:pos  nothing
litery litera subst:pl:nom:f  nothing
w w prep:loc:nwok  nothing
naszym nasz adj:sg:loc:n:pos  nothing
mniemaniu mniemanie subst:sg:loc:n  nothing
może móc fin:sg:ter:imperf  nothing
być być inf:imperf  nothing
idealnym idealny adj:sg:inst:n:pos  nothing
miejscem miejsce subst:sg:inst:n  nothing
na na prep:acc  nothing
spędzenie spędzić ger:sg:acc:n:perf:aff  nothing
reszty reszta subst:sg:gen:f  nothing
życia życie subst:sg:gen:n other_after 
 
Mając maić pcon:imperf  nothing
do do prep:gen  nothing
dyspozycji dyspozycja subst:sg:gen:f  nothing
tak tak adv:pos  nothing
datę data subst:sg:acc:f  nothing
zgonu zgon subst:sg:gen:m3  nothing
jak jak conj  nothing
i i conj  nothing
urodzenia urodzenie subst:sg:gen:n comma_after 
sprawdzono sprawdzić imps:perf  nothing
następnie następnie adv  nothing
jak jak adv:pos  nothing
czas czas subst:sg:nom:m3  nothing
naszego nasz adj:sg:gen:n:pos  nothing
przyjścia przyjść ger:sg:gen:n:perf:aff  nothing
na na prep:acc  nothing
świat Świat subst:sg:acc:m3  nothing
wpływa wpływać fin:sg:ter:imperf  nothing
na na prep:acc  nothing
wybór wybór subst:sg:acc:m3  nothing
miasta miasto subst:sg:gen:n  nothing
w w prep:loc:nwok  nothing
którym który adj:sg:loc:m3:pos  nothing
żyjemy żyć fin:pl:pri:imperf other_after 
 
Kolejny kolejny adj:sg:acc:m3:pos  nothing
raz raz subst:sg:acc:m3  nothing
hipoteza hipoteza subst:sg:nom:f  nothing
badaczy badacz subst:pl:gen:m1  nothing
okazała okazać praet:sg:f:perf  nothing
się się qub  nothing
słuszna słuszny adj:sg:nom:f:pos other_after 
więcej więcej num:pl:nom:m3:rec  nothing
niż niż conj  nothing
by by comp  nothing
to to subst:sg:nom:n  nothing
wynikało wynikać praet:sg:n:imperf  nothing
z z prep:gen:nwok  nothing
przypadku przypadek subst:sg:gen:m3  nothing
osób osoba subst:pl:gen:f  nothing
np na przykład brev:pun other_after 
z z prep:inst:nwok  nothing
dwójką dwójka subst:sg:inst:f  nothing
w w prep:loc:nwok  nothing
dacie data subst:sg:loc:f  nothing
urodzenia urodzenie subst:sg:gen:n  nothing
za za prep:acc  nothing
swoją swój adj:sg:acc:f:pos  nothing
siedzibę siedziba subst:sg:acc:f  nothing
wybiera wybierać fin:sg:ter:imperf  nothing
miasto miasto subst:sg:nom:n  nothing
Two two subst:sg:nom:n  nothing
Harbors harbors subst:sg:nom:n other_after 
 
Zależność zależność subst:sg:nom:f  nothing
ta ten adj:sg:nom:f:pos  nothing
zaistniała zaistnieć praet:sg:f:perf  nothing
również również qub  nothing
w w prep:loc:nwok  nothing
przypadku przypadek subst:sg:loc:m3  nothing
Three three subst:sg:gen:m3  nothing
Oaks oaks subst:sg:gen:m3 comma_after 
Six six subst:sg:nom:m1  nothing
Mile mile adv:pos  nothing
jak jak adv:pos  nothing
i i conj  nothing
w w prep:loc:nwok  nothing
kolejnych kolejny adj:pl:loc:m3:pos comma_after 
analogicznych analogiczny adj:pl:loc:m3:pos  nothing
przykładach przykład subst:pl:loc:m3 other_after 
 
Następnie następnie adv  nothing
badacze badacz subst:pl:nom:m1  nothing
odstąpili odstąpić praet:pl:m1:perf  nothing
od od prep:gen:nwok  nothing
sprawdzania sprawdzać ger:sg:gen:n:imperf:aff  nothing
miejsca miejsce subst:sg:gen:n  nothing
zamieszkania zamieszkać ger:sg:gen:n:perf:aff  nothing
na na prep:acc  nothing
rzecz rzecz subst:sg:acc:f  nothing
wybranego wybrać ppas:sg:gen:m3:perf:aff  nothing
życiowego życiowy adj:sg:gen:m3:pos  nothing
zawodu zawód subst:sg:gen:m3 other_after 
 
Wybrali wybrać praet:pl:m1:perf  nothing
do do prep:gen  nothing
porównania porównanie subst:sg:gen:n  nothing
dentystów dentysta subst:pl:gen:m1  nothing
i i conj  nothing
prawników prawnik subst:pl:gen:m1 other_after 
 
Internetowe internetowy adj:pl:nom:m3:pos  nothing
listy list subst:pl:nom:m3  nothing
związków związek subst:pl:gen:m3  nothing
obu oba num:pl:gen:m3:congr  nothing
tych ten adj:pl:gen:f:pos  nothing
profesji profesja subst:pl:gen:f  nothing
pozwoliły pozwolić praet:pl:f:perf  nothing
przeprowadzić przeprowadzić inf:perf  nothing
analizę analiza subst:sg:acc:f  nothing
opierającą opierać pact:sg:acc:f:imperf:aff  nothing
się się qub  nothing
na na prep:loc  nothing
ocenie ocena subst:sg:loc:f  nothing
podobieństwa podobieństwo subst:sg:gen:n  nothing
imienia imienie subst:sg:gen:n  nothing
do do prep:gen  nothing
danego dany adj:sg:gen:m3:pos  nothing
rodzaju rodzaj subst:sg:gen:m3  nothing
pracy praca subst:sg:gen:f other_after 
 
I i conj  nothing
tak tak adv:pos  nothing
Denise denise subst:sg:nom:m1 comma_after 
Dena dena subst:sg:nom:m1 comma_after 
Denice denice subst:sg:nom:f comma_after 
Denna denny adj:sg:nom:f:pos comma_after 
Dennis dennis subst:sg:nom:f comma_after 
Denis denis subst:sg:nom:m1 comma_after 
Denny denny adj:sg:nom:m3:pos comma_after 
Denver Denver subst:sg:nom:m3  nothing
byli być praet:pl:m1:imperf  nothing
poszukiwani poszukiwać ppas:pl:nom:m1:imperf:aff  nothing
przez przez prep:acc:nwok  nothing
badaczy badacz subst:pl:acc:m1  nothing
jako jako conj  nothing
dentyści dentysta subst:pl:nom:m1  nothing
a a conj  nothing
Laura Laura subst:sg:nom:f comma_after 
Lauren lauren subst:sg:nom:f comma_after 
Laurie laurie subst:sg:nom:m1 comma_after 
Laverne laverne subst:sg:nom:m1 comma_after 
Lawrence Lawrence subst:sg:nom:m1 comma_after 
Larry Larry subst:sg:nom:m1 comma_after 
Lance Lanka subst:sg:loc:f  nothing
i i conj  nothing
Laurence laurence subst:sg:gen:m1  nothing
jako jako conj  nothing
prawnicy prawnik subst:pl:nom:m1 other_after 
ang ang brev:pun other_after 
Lawyer lawyer subst:sg:nom:m1 other_after 
 
Również również qub  nothing
na na prep:loc  nothing
tym ten adj:sg:loc:n:pos  nothing
polu pole subst:sg:loc:n  nothing
wyliczona wyliczyć ppas:sg:nom:f:perf:aff  nothing
średnia średni adj:sg:nom:f:pos  nothing
wartość wartość subst:sg:nom:f  nothing
różniła różnić praet:sg:f:imperf  nothing
się się qub  nothing
na na prep:acc  nothing
korzyść korzyść subst:sg:acc:f  nothing
autorów autor subst:pl:gen:m1  nothing
hipotezy hipoteza subst:sg:gen:f other_after 
 
Miejska miejski adj:sg:nom:f:pos  nothing
Biblioteka biblioteka subst:sg:nom:f  nothing
Publiczna publiczny adj:sg:nom:f:pos  nothing
organizuje organizować fin:sg:ter:imperf  nothing
wyjazd wyjazd subst:sg:acc:m3  nothing
do do prep:gen  nothing
kina kino subst:sg:gen:n other_after 
Silverscreen silverscreen subst:sg:nom:n other_after 
w w prep:loc:nwok  nothing
Łodzi Łódź subst:sg:loc:f  nothing
na na prep:acc  nothing
film film subst:sg:acc:m3  nothing
pt pod tytułem brev:pun other_after 
Ja ja ppron12:sg:nom:m1:pri  nothing
wam wy ppron12:pl:dat:m1:sec  nothing
pokażę pokazać fin:sg:pri:perf other_after 
 
Wyjazd wyjazd subst:sg:nom:m3  nothing
9 9 adj:sg:gen:m3:pos  nothing
marca marzec subst:sg:gen:m3  nothing
2006 2006 adj:sg:gen:m3:pos  nothing
r rocznik brev:pun other_after 
ok około brev:pun other_after 
godz godzina brev:pun other_after 
17 17 adj:sg:loc:f:pos other_after 
45 45 num:pl:nom:f:rec  nothing
sprzed sprzed prep:gen:nwok  nothing
biblioteki biblioteka subst:sg:gen:f  nothing
przy przy prep:loc  nothing
ul ulica brev:pun other_after 
Listopadowej listopadowy adj:sg:loc:f:pos  nothing
6 6 num:pl:nom:m3:rec other_after 
 
Całkowity całkowity adj:sg:nom:m3:pos  nothing
koszt koszt subst:sg:nom:m3 other_after 
20 20 num:pl:acc:m2:rec  nothing
zł złoty brev:npun other_after 
bilet bilet subst:sg:nom:m3 other_after 
przejazd przejazd subst:sg:nom:m3 other_after 
 
Zapisy zapis subst:pl:nom:m3  nothing
w w prep:loc:nwok  nothing
MBP mbp subst:sg:loc:m3  nothing
ul ulica brev:pun other_after 
Listopadowa listopadowy adj:sg:nom:f:pos  nothing
6 6 num:pl:nom:m3:rec other_after 
 
Liczba liczba subst:sg:nom:f  nothing
miejsc miejsce subst:pl:gen:n  nothing
ograniczona ograniczyć ppas:sg:nom:f:perf:aff other_after 
 
Zapraszamy zapraszać fin:pl:pri:imperf other_after 
 
Komentatorzy komentator subst:pl:nom:m1  nothing
obserwujący obserwować pact:sg:nom:m1:imperf:aff  nothing
polskie polski adj:sg:acc:n:pos  nothing
poletko poletko subst:sg:acc:n  nothing
Web Web subst:sg:nom:m3  nothing
2 2 adj:sg:nom:m3:pos other_after 
0 0 num:pl:nom:m3:rec  nothing
uważają uważać fin:pl:ter:imperf comma_after 
że że comp  nothing
jest być fin:sg:ter:imperf  nothing
ono on ppron3:sg:nom:n:ter:akc:npraep  nothing
całkowicie całkowicie adv:pos  nothing
wtórne wtórny adj:sg:nom:n:pos comma_after 
oparte oprzeć ppas:pl:nom:m3:perf:aff  nothing
na na prep:loc  nothing
kopiowaniu kopiować ger:sg:loc:n:imperf:aff  nothing
istniejących istnieć pact:pl:gen:m3:imperf:aff  nothing
serwisów serwis subst:pl:gen:m3  nothing
amerykańskich amerykański adj:pl:gen:m3:pos other_after 
 
Jednak jednak conj  nothing
pogoń pogoń subst:sg:nom:f  nothing
za za prep:inst  nothing
nowością nowość subst:sg:inst:f  nothing
też też qub  nothing
może móc fin:sg:ter:imperf  nothing
prowadzić prowadzić inf:imperf  nothing
w w prep:acc:nwok  nothing
ślepą ślepy adj:sg:acc:f:pos  nothing
uliczkę uliczka subst:sg:acc:f comma_after 
serwis serwis subst:sg:nom:m3  nothing
o o prep:loc  nothing
świecie Świat subst:sg:loc:m3  nothing
Web Web subst:sg:nom:m3  nothing
2 2 adj:sg:nom:m3:pos other_after 
0 0 num:pl:nom:m3:rec comma_after 
donosi donosić fin:sg:ter:imperf  nothing
o o prep:loc  nothing
nowym nowy adj:sg:loc:m3:pos  nothing
serwisie serwis subst:sg:loc:m3 other_after 
 
Nie nie qub  nothing
da dać fin:sg:ter:perf  nothing
się się qub  nothing
właściwie właściwie adv:pos  nothing
wytłumaczyć wytłumaczyć inf:perf comma_after 
czym co subst:sg:inst:n  nothing
jest być fin:sg:ter:imperf  nothing
ten ten adj:sg:nom:m3:pos  nothing
serwis serwis subst:sg:nom:m3 other_after 
 
W w prep:loc:nwok  nothing
największym duży adj:sg:loc:m3:sup  nothing
skrócie skrót subst:sg:loc:m3 comma_after 
to to conj  nothing
coś coś subst:sg:nom:n  nothing
w w prep:loc:nwok  nothing
rodzaju rodzaj subst:sg:loc:m3  nothing
krzyżówki krzyżówka subst:sg:gen:f  nothing
sieci sieć subst:sg:gen:f  nothing
społecznej społeczny adj:sg:gen:f:pos comma_after 
serwisu serwis subst:sg:gen:m3  nothing
z z prep:inst:nwok  nothing
zakładkami zakładka subst:pl:inst:f  nothing
i i conj  nothing
czytnika czytnik subst:sg:gen:m3  nothing
RSS rss subst:sg:gen:m3 other_after 
 
Zaciekawiony zaciekawić ppas:sg:nom:m1:perf:aff  nothing
zajrzał zajrzeć praet:sg:m1:perf  nothing
em być aglt:sg:pri:imperf:wok  nothing
na na prep:acc  nothing
stronę strona subst:sg:acc:f  nothing
Ozmozr ozmozr subst:sg:gen:f other_after 
 other_after   nothing
Budują budować fin:pl:ter:imperf  nothing
swoją swój adj:sg:acc:f:pos  nothing
tożsamość tożsamość subst:sg:acc:f  nothing
onine onine subst:sg:acc:f other_after 
 
Swobodnie swobodnie adv:pos  nothing
i i conj  nothing
otwarcie otwarcie adv:pos  nothing
dziel dzielić impt:sg:sec:imperf  nothing
się się qub  nothing
informacjami informacja subst:pl:inst:f other_after 
 
Kondensuj kondensować impt:sg:sec:imperf  nothing
i i conj  nothing
rozpraszaj rozpraszać impt:sg:sec:imperf  nothing
swoje swój adj:pl:acc:f:pos  nothing
treści treść subst:pl:acc:f  nothing
online online adv other_after 
 
Pozwól pozwolić impt:sg:sec:perf comma_after 
by by comp  nothing
twoja twój adj:sg:nom:f:pos  nothing
sieć sieć subst:sg:nom:f  nothing
społeczna społeczny adj:sg:nom:f:pos  nothing
filtrowała filtrować praet:sg:f:imperf  nothing
się się qub  nothing
dla dla prep:gen  nothing
ciebie ty ppron12:sg:gen:m1:sec:akc  nothing
poprzez poprzez prep:acc:nwok  nothing
zasoby zasób subst:pl:acc:m3  nothing
online online adv other_after 
 
I i conj  nothing
szczerze szczerze adv:pos  nothing
mówiąc mówić pcon:imperf  nothing
nie nie qub  nothing
wiem wiedzieć fin:sg:pri:imperf comma_after 
czemu czemu adv  nothing
ten ten adj:sg:acc:m3:pos  nothing
serwis serwis subst:sg:acc:m3  nothing
miał mieć praet:sg:m3:imperf  nothing
by by qub  nothing
służyć służyć inf:imperf other_after 
 
Wniosek wniosek subst:sg:nom:m3  nothing
ogólniejszy ogólny adj:sg:nom:m3:com  nothing
dotyczy dotyczyć fin:sg:ter:imperf  nothing
już już qub  nothing
nie nie qub  nothing
Web Web subst:sg:nom:m3  nothing
2 2 adj:sg:gen:m3:pos other_after 
0 0 num:pl:nom:m3:rec comma_after 
ale ale conj  nothing
kultury kultura subst:sg:gen:f  nothing
cyfrowej cyfrowy adj:sg:gen:f:pos other_after 
 
Wydaje wydawać fin:sg:ter:imperf  nothing
się się qub comma_after 
że że comp  nothing
dzisiaj dzisiaj adv comma_after 
w w prep:loc:nwok  nothing
czasie czas subst:sg:loc:m3  nothing
kolejnego kolejny adj:sg:gen:m3:pos  nothing
boomu boom subst:sg:gen:m3  nothing
internetowego internetowy adj:sg:gen:m3:pos comma_after 
jednym jeden adj:sg:inst:m3:pos  nothing
z z prep:gen:nwok  nothing
czynników czynnik subst:pl:gen:m3  nothing
napędzających napędzać pact:pl:gen:m3:imperf:aff  nothing
jej on ppron3:sg:gen:f:ter:akc:npraep  nothing
rozwój rozwój subst:sg:acc:m3  nothing
jest być fin:sg:ter:imperf  nothing
szalona szalony adj:sg:nom:f:pos  nothing
gorączka gorączka subst:sg:nom:f  nothing
tworzenia tworzyć ger:sg:gen:n:imperf:aff  nothing
najdziwniejszych dziwny adj:pl:gen:m3:sup  nothing
serwisów serwis subst:pl:gen:m3 other_after 
 
Fakt fakt subst:sg:nom:m3 comma_after 
przeżyli przeżyć praet:pl:m1:perf  nothing
śmy być aglt:pl:pri:imperf:nwok  nothing
już już qub  nothing
jedną jeden adj:sg:acc:f:pos  nothing
za za prep:acc  nothing
pierwszego pierwszy adj:sg:acc:m2:pos  nothing
bąbla bąbel subst:sg:acc:m2 other_after 
tylko tylko conj  nothing
że że comp  nothing
wtedy wtedy adv  nothing
nie nie qub  nothing
mówiło mówić praet:sg:n:imperf  nothing
się się qub  nothing
tyle tyle adv  nothing
o o prep:loc  nothing
angażowaniu angażować ger:sg:loc:n:imperf:aff  nothing
użytkownika użytkownik subst:sg:gen:m1 other_after 
 
Obecnie obecnie adv:pos comma_after 
ponieważ ponieważ comp  nothing
wszystko wszystko subst:sg:nom:n  nothing
ma mieć fin:sg:ter:imperf other_after 
ujarzmiać ujarzmiać inf:imperf  nothing
inteligencję inteligencja subst:sg:acc:f  nothing
kolektywną kolektywny adj:sg:acc:f:pos other_after 
tworzy tworzyć fin:sg:ter:imperf  nothing
się się qub  nothing
nam my ppron12:pl:dat:m1:pri  nothing
kolejne kolejny adj:pl:nom:n:pos comma_after 
coraz coraz adv  nothing
bardziej bardzo adv:com  nothing
dziwaczne dziwaczny adj:pl:acc:f:pos  nothing
piaskownice piaskownica subst:pl:acc:f  nothing
do do prep:gen  nothing
zabawy zabawa subst:sg:gen:f other_after 
 
Mam mieć fin:sg:pri:imperf  nothing
nadzieję Nadzieja subst:sg:acc:f comma_after 
że że comp  nothing
nadejdzie nadejść fin:sg:ter:perf  nothing
niedługo niedługo adv:pos  nothing
ruch Ruch subst:sg:acc:m3  nothing
upraszczania upraszczać ger:sg:gen:n:imperf:aff  nothing
sieciowej sieciowy adj:sg:gen:f:pos  nothing
infrastruktury infrastruktura subst:sg:gen:f  nothing
kultury kultura subst:sg:gen:f other_after 
 
Mam mieć fin:sg:pri:imperf  nothing
nawet nawet qub  nothing
kandydata kandydat subst:sg:acc:m1  nothing
na na prep:acc  nothing
punkt punkt subst:sg:acc:m3  nothing
startu start subst:sg:gen:m3 other_after 
projekt projekt subst:sg:nom:m3  nothing
