
politeistyczny adj:pl:gen:f:pos other_after 

jak adv:pos nothing
sam adj:sg:nom:f:pos nothing
nazwa subst:sg:nom:f nothing
wskazywać fin:sg:ter:imperf nothing
wierzyć imps:imperf nothing
w prep:loc:nwok nothing
wiele num:pl:loc:m1:congr nothing
równorzędny adj:pl:gen:m1:pos nothing
bóg subst:pl:gen:m1 nothing
lub conj nothing
też qub nothing
w prep:acc:nwok nothing
jeden adj:sg:acc:m1:pos nothing
główny adj:sg:acc:m1:pos nothing
oraz conj nothing
reszta subst:sg:acc:f nothing
jako prep:nom nothing
on ppron3:sg:gen:m1:ter:akc:npraep nothing
uosobienie subst:sg:gen:n other_after 
czyli conj nothing
henoteizm subst:sg:nom:m3 other_after  other_after 

niektóry adj:pl:nom:m1:pos nothing
dla prep:gen nothing
dany adj:sg:gen:n:pos nothing
plemię subst:sg:gen:n nothing
stać praet:pl:m1:imperf nothing
w prep:loc:nwok nothing
wysoki adj:sg:loc:f:com nothing
ranga subst:sg:loc:f nothing
z prep:gen:wok nothing
wzgląd subst:sg:gen:m3 nothing
na prep:acc nothing
rodzaj subst:sg:acc:m3 nothing
wykonywać ppas:sg:gen:f:imperf:aff nothing
praca subst:sg:gen:f other_after 

dla prep:gen nothing
na przykład brev:pun other_after 
rolnik subst:pl:acc:m1 nothing
znaczenie subst:sg:acc:n nothing
mieć praet:sg:f:imperf nothing
Gleb subst:sg:acc:m1 comma_after 
dla prep:gen nothing
Rybak subst:pl:gen:m1 nothing
woda subst:sg:nom:f nothing
itp brev:pun other_after 

wynikać fin:sg:ter:imperf nothing
także qub nothing
stąd adv nothing
fakt subst:sg:nom:m3 comma_after 
iż comp nothing
nasz adj:pl:nom:m1:pos nothing
przodek subst:pl:nom:m1 nothing
boski adj:sg:acc:f:pos nothing
siła subst:sg:acc:f nothing
upatrywać praet:pl:m1:imperf nothing
w prep:loc:nwok nothing
przyroda subst:sg:loc:f other_after 

dlatego adv nothing
też qub nothing
religia subst:sg:nom:f nothing
nasz adj:pl:gen:m3:pos nothing
przodek subst:pl:gen:m3 nothing
być praet:sg:f:imperf nothing
tzw brev:pun other_after 
religia subst:sg:inst:f nothing
naturalny adj:sg:inst:f:pos nothing
oprzeć ppas:sg:inst:f:perf:aff nothing
na prep:loc nothing
prawo subst:pl:loc:n nothing
przyroda subst:sg:gen:f other_after 

Słowianin subst:pl:nom:m1 nothing
to pred nothing
nie qub nothing
tyka subst:sg:voc:f nothing
Polak subst:pl:voc:m1 other_after 

Słowianin subst:pl:acc:m1 nothing
w prep:loc:nwok nothing
Świat subst:sg:loc:m3 nothing
być fin:sg:ter:imperf nothing
blisko qub nothing
pół num:pl:nom:m3:rec nothing
miliard subst:sg:gen:m3 comma_after 
CO subst:sg:nom:n nothing
stanowić fin:sg:ter:imperf nothing
ponad qub nothing
5 num:pl:acc:m3:rec other_after 
populacja subst:sg:gen:f nothing
na prep:loc nothing
Ziemia subst:sg:loc:f other_after 

w prep:loc:nwok nothing
ciąg subst:sg:loc:m3 nothing
ostatni adj:sg:gen:n:pos nothing
tysiąclecie subst:sg:gen:n nothing
Słowianin subst:pl:nom:m1 nothing
przestać praet:pl:m1:perf nothing
być inf:imperf nothing
jeden adj:sg:inst:m3:pos nothing
naród subst:sg:inst:m3 nothing
i conj nothing
podzielić praet:pl:m1:perf nothing
się qub nothing
na prep:acc nothing
szereg subst:sg:acc:m3 nothing
mały adj:pl:gen:m3:com other_after 

na prep:loc nothing
początek subst:sg:loc:m3 nothing
być praet:sg:n:imperf nothing
on ppron3:pl:gen:f:ter:akc:npraep nothing
trzy num:pl:nom:f:congr other_after 
na prep:loc nothing
zachód subst:sg:loc:m3 comma_after 
wschód subst:sg:loc:m3 nothing
i conj nothing
południe subst:sg:loc:n other_after 

dlatego adv nothing
też qub nothing
dzisiaj adv nothing
dzielić fin:sg:ter:imperf nothing
się qub nothing
Słowianin subst:pl:acc:m1 nothing
właśnie qub nothing
na prep:acc nothing
ten adj:pl:acc:f:pos nothing
trzy num:pl:acc:f:congr nothing
grupa subst:pl:acc:f other_after 

do prep:gen nothing
naród subst:pl:gen:m3 nothing
Słowianin subst:pl:gen:m1 nothing
zachodni adj:pl:gen:m3:pos nothing
należeć fin:pl:ter:imperf other_after 
Polak subst:pl:nom:m1 comma_after 
Czech subst:pl:nom:m1 comma_after 
Słowak subst:pl:nom:m1 comma_after 
Łużyczanin subst:pl:nom:m1 other_after 
być fin:sg:ter:imperf nothing
to pred nothing
mały adj:sg:nom:m3:sup nothing
naród subst:sg:nom:m3 nothing
słowiański adj:sg:nom:m3:pos nothing
zamieszkiwać pact:sg:nom:m3:imperf:aff nothing
Łużyce subst:pl:acc:n nothing
w prep:loc:nwok nothing
Niemcy subst:pl:loc:n other_after  other_after 

do prep:gen nothing
Słowianin subst:pl:gen:m1 nothing
wschodni adj:pl:gen:m1:pos nothing
należeć fin:pl:ter:imperf other_after 
Rosjanin subst:pl:nom:m1 comma_after 
Ukrainiec subst:pl:nom:m1 comma_after 
Białorusin subst:pl:nom:m1 comma_after 
Łemek subst:pl:nom:m1 other_after 

do prep:gen nothing
Słowianin subst:pl:gen:m1 nothing
południowy adj:pl:gen:m1:pos nothing
należeć fin:pl:ter:imperf other_after 
Słoweniec subst:pl:nom:m1 comma_after 
Chorwat subst:pl:nom:m1 comma_after 
Bośniak subst:pl:nom:m1 comma_after 
Serb subst:pl:nom:m1 comma_after 
Czarnogórzec subst:pl:nom:m1 comma_after 
Macedończyk subst:pl:nom:m1 comma_after 
Bułgar subst:pl:nom:m1 other_after 

w prep:loc:nwok nothing
rok subst:sg:loc:m3 nothing
1168 adj:sg:loc:m3:pos nothing
Duńczyk subst:pl:nom:m1 nothing
zniszczyć praet:pl:m1:perf nothing
ostatni adj:sg:acc:f:pos nothing
na prep:acc nothing
Świecie subst:sg:acc:n nothing
czynny adj:sg:acc:f:pos nothing
świątynia subst:sg:acc:f nothing
Słowianin subst:pl:gen:m1 comma_after 
który adj:sg:nom:f:pos nothing
mieścić praet:sg:f:imperf nothing
się qub nothing
w prep:loc:nwok nothing
Arkona subst:sg:loc:f other_after 
dzisiejszy adj:pl:nom:n:pos nothing
Niemcy subst:pl:nom:n other_after  other_after 

jednak conj nothing
całkowity adj:sg:nom:f:pos nothing
chrystianizacja subst:sg:nom:f nothing
nasz adj:pl:gen:f:pos nothing
Przodkowo subst:pl:gen:n nothing
rozpocząć praet:sg:f:perf nothing
się qub nothing
po prep:loc nothing
wybudować ger:sg:loc:n:perf:aff nothing
kościół subst:pl:gen:m3 nothing
i conj nothing
przez prep:acc:nwok nothing
ten adj:sg:acc:n:pos nothing
wprowadzenie subst:sg:dat:n nothing
tzw brev:pun other_after 
sieć subst:sg:gen:f nothing
parafialny adj:sg:gen:f:pos other_after 

ostatni adj:pl:nom:m3:pos nothing
prasłowiański adj:pl:nom:m3:pos nothing
rytuał subst:pl:nom:m3 nothing
odbywać praet:pl:m3:imperf nothing
się qub nothing
w prep:loc:nwok nothing
Polska subst:sg:loc:f nothing
aż qub nothing
do prep:gen nothing
koniec subst:sg:gen:m3 nothing
średniowiecze subst:sg:gen:n comma_after 
kiedy adv nothing
to qub nothing
stać praet:pl:f:perf nothing
się qub nothing
karalny adj:pl:nom:f:pos other_after 

rodzimowiercze subst:pl:nom:f nothing
praktyka subst:pl:nom:f nothing
być praet:pl:f:imperf nothing
jeszcze qub nothing
bardzo adv:pos nothing
długo adv:pos nothing
praktykowany adj:sg:nom:n:pos other_after 
na przykład brev:pun other_after 
ofiara subst:sg:acc:f nothing
składać imps:imperf nothing
jeszcze qub nothing
w prep:loc:nwok nothing
xix adj:sg:loc:m3:pos nothing
wiek subst:sg:loc:m3 other_after 
i conj nothing
w prep:loc:nwok nothing
zasada subst:sg:loc:f nothing
dzięki prep:dat nothing
wąski adj:sg:dat:f:pos nothing
grupa subst:sg:dat:f nothing
człowiek subst:pl:gen:m1 nothing
przetrwać praet:pl:f:perf nothing
on ppron3:pl:nom:f:ter:akc:npraep nothing
do prep:gen nothing
dzisiaj subst:sg:gen:n other_after 

nasz adj:pl:nom:m1:pos nothing
przodek subst:pl:nom:m1 nothing
dzielić praet:pl:m1:imperf nothing
swój adj:pl:acc:m1:pos nothing
bóg subst:pl:acc:m1 nothing
na prep:acc nothing
3 adj:sg:acc:f:pos nothing
główny adj:pl:acc:f:pos nothing
grupa subst:pl:acc:f other_after 
władza subst:sg:gen:f nothing
zwierzchni adj:sg:gen:f:pos comma_after 
walka subst:sg:gen:f nothing
zbrojny adj:sg:gen:f:pos nothing
oraz conj nothing
pomyślność subst:sg:gen:f nothing
gospodarczy adj:sg:gen:f:pos other_after 

w prep:loc:nwok nothing
związek subst:sg:loc:m3 nothing
z prep:inst:nwok nothing
masowy adj:sg:inst:f:pos nothing
chrystianizacja subst:sg:inst:f nothing
na prep:loc nothing
początek subst:sg:loc:m3 nothing
drugi adj:sg:gen:n:pos nothing
tysiąclecie subst:sg:gen:n nothing
nasz adj:sg:gen:f:pos nothing
era subst:sg:gen:f nothing
wiele num:pl:nom:m3:rec nothing
zabytek subst:pl:gen:m3 nothing
dawny adj:sg:gen:f:pos nothing
kultura subst:sg:gen:f nothing
Słowianin subst:pl:gen:m1 nothing
zostać praet:sg:n:perf nothing
barbarzyńsko adv:pos nothing
zniszczyć ppas:sg:nom:n:perf:aff other_after 

dzisiaj adv nothing
źródło subst:pl:gen:n nothing
rodzimy adj:sg:gen:f:pos nothing
wiara subst:sg:gen:f nothing
nasz adj:pl:gen:n:pos nothing
Przodkowo subst:pl:gen:n nothing
być fin:sg:ter:imperf nothing
niewiele num:pl:nom:n:rec other_after 
stary adj:pl:nom:m3:sup nothing
pochodzić fin:pl:ter:imperf nothing
z prep:gen:nwok nothing
vi adj:sg:gen:m3:pos nothing
wiek subst:sg:gen:m3 other_after 

jednak conj nothing
dociekliwy adj:pl:nom:m1:pos nothing
badacz subst:pl:nom:m1 nothing
i conj nothing
historyk subst:pl:nom:m1 nothing
na prep:loc nothing
podstawa subst:sg:loc:f nothing
ten adj:pl:gen:m3:pos nothing
materiał subst:pl:gen:m3 nothing
oraz conj nothing
podanie subst:pl:gen:n nothing
i conj nothing
wierzenie subst:pl:gen:n nothing
ludowy adj:pl:gen:n:pos nothing
być fin:pl:ter:imperf nothing
w prep:loc:nwok nothing
stan subst:sg:loc:m3 nothing
odtworzyć inf:perf nothing
zarys subst:sg:acc:m3 nothing
religia subst:sg:gen:f nothing
przodek subst:pl:gen:m3 other_after 

jeden adj:sg:nom:n:pos nothing
być fin:sg:ter:imperf nothing
pewien adj:sg:nom:n:pos nothing
i conj nothing
namacalny adj:pl:nom:f:pos other_after 
starożytny adj:pl:nom:m1:pos nothing
Słowianin subst:pl:nom:m1 nothing
pozostawić praet:pl:m1:perf nothing
po prep:loc nothing
siebie siebie:loc nothing
kilka num:pl:acc:m3:rec nothing
kamienny adj:pl:gen:m3:pos nothing
posąg subst:pl:gen:m3 nothing
miasto brev:pun other_after 
inaczej brev:pun other_after 
wyłowić ppas:sg:nom:m1:perf:aff nothing
z prep:gen:nwok nothing
DNA subst:sg:gen:n nothing
rzeka subst:sg:gen:f other_after 
w prep:loc:nwok nothing
1848 adj:sg:loc:m3:pos nothing
rocznik brev:pun other_after  other_after 
czterotwarzowy adj:sg:nom:m1:pos nothing
Świętowit subst:sg:nom:m1 nothing
z prep:gen:wok nothing
Zbrucz subst:sg:gen:m3 other_after 

mało num:pl:nom:m1:rec nothing
kto subst:sg:nom:m1 nothing
wiedzieć fin:sg:ter:imperf comma_after 
iż comp nothing
święty adj:sg:inst:m3:sup nothing
symbol subst:sg:inst:m3 nothing
dla prep:gen nothing
Słowianin subst:pl:gen:m1 nothing
być praet:sg:f:imperf nothing
swastyka subst:sg:nom:f other_after 

być fin:sg:ter:imperf nothing
to pred nothing
bardzo adv:pos nothing
stary adj:sg:nom:m3:pos nothing
symbol subst:sg:nom:m3 nothing
pomyślność subst:sg:gen:f comma_after 
słońce subst:sg:gen:n comma_after 
ogień subst:sg:gen:m3 nothing
i conj nothing
światło subst:sg:gen:n other_after 

nasz adj:pl:nom:m1:pos nothing
przodek subst:pl:nom:m1 nothing
rysować praet:pl:m1:imperf nothing
on ppron3:sg:acc:f:ter:akc:npraep nothing
nad prep:inst:nwok nothing
wejście subst:sg:inst:n nothing
do prep:gen nothing
swój adj:pl:gen:n:pos nothing
domostwo subst:pl:gen:n comma_after 
by comp nothing
ten adj:sg:nom:f:pos nothing
uchronić praet:sg:f:perf nothing
rodzina subst:sg:acc:f nothing
przed prep:inst:nwok nothing
nieszczęście subst:pl:inst:n nothing
i conj nothing
zapewnić praet:sg:f:perf nothing
dostatek subst:sg:acc:m3 other_after 

być praet:sg:f:imperf nothing
to subst:sg:inst:n comma_after 
co subst:sg:inst:n nothing
dzisiaj adv nothing
krzyż subst:sg:acc:m3 nothing
dla prep:gen nothing
chrześcijanin subst:pl:gen:m1 other_after 

dzień subst:sg:gen:m3 nothing
18 adj:sg:gen:m3:pos nothing
marzec subst:sg:gen:m3 nothing
2011r adj:sg:gen:m3:pos other_after  other_after 
piątek subst:sg:nom:m3 other_after 
na prep:loc nothing
sopocki adj:sg:loc:m3:pos nothing
wydział subst:sg:loc:m3 nothing
szkoła subst:sg:gen:f nothing
wysoki adj:sg:gen:f:com nothing
psychologia subst:sg:gen:f nothing
społeczny adj:sg:gen:f:pos nothing
być bedzie:sg:ter:imperf nothing
mieć praet:sg:n:imperf nothing
miejsce subst:sg:acc:n nothing
wyjątkowy adj:sg:nom:n:pos nothing
wydarzenie subst:sg:nom:n nothing
naukowy adj:sg:nom:n:pos other_after 
dzień subst:sg:nom:m3 nothing
mózg subst:sg:gen:m3 nothing
2011 adj:sg:gen:m3:pos other_after 

być fin:sg:ter:imperf nothing
to pred nothing
pierwszy adj:sg:nom:f:pos nothing
ten adj:sg:gen:m3:pos nothing
typ subst:sg:gen:m3 nothing
inicjatywa subst:sg:nom:f nothing
naukowy adj:sg:nom:f:pos nothing
w prep:loc:nwok nothing
Trójmiasto subst:sg:loc:n nothing
w prep:loc:nwok nothing
ramy subst:pl:loc:n nothing
światowy adj:sg:gen:m3:pos nothing
tydzień subst:sg:gen:m3 nothing
mózg subst:sg:gen:m3 comma_after 
który adj:sg:nom:m3:pos nothing
corocznie adv:pos nothing
być fin:sg:ter:imperf nothing
organizować ppas:sg:nom:m3:imperf:aff nothing
przez prep:acc:nwok nothing
fundacja subst:sg:acc:f nothing
dana subst:sg:nom:f other_after 

cel subst:sg:inst:m3 nothing
światowy adj:sg:gen:m3:pos nothing
tydzień subst:sg:gen:m3 nothing
mózg subst:sg:gen:m3 nothing
być fin:sg:ter:imperf nothing
propagować ger:sg:nom:n:imperf:aff nothing
i conj nothing
popularyzować ger:sg:nom:n:imperf:aff nothing
wiedza subst:sg:gen:f nothing
o prep:loc nothing
mózg subst:sg:loc:m3 nothing
oraz conj nothing
ukazywać ger:sg:acc:n:imperf:aff nothing
ciągły adj:sg:gen:m3:pos nothing
rozwój subst:sg:gen:m3 nothing
badanie subst:pl:gen:n nothing
naukowy adj:pl:gen:n:pos nothing
maić pact:pl:gen:n:imperf:aff nothing
na prep:loc nothing
cel subst:sg:loc:m3 nothing
rozwiązać ger:sg:acc:n:perf:aff nothing
zagadka subst:pl:gen:f nothing
ten adj:sg:gen:m3:pos nothing
tajemniczy adj:sg:gen:m3:pos nothing
organ subst:sg:gen:m3 other_after 

organizator subst:sg:inst:m3 nothing
dzień subst:sg:gen:m3 nothing
mózg subst:sg:gen:m3 nothing
2011 num:pl:nom:m3:rec nothing
być fin:sg:ter:imperf nothing
koło subst:sg:nom:n nothing
naukowy adj:sg:nom:n:pos nothing
empiria subst:sg:nom:f nothing
działać pact:pl:nom:f:imperf:aff nothing
w prep:loc:nwok nothing
swps subst:sg:loc:m3 nothing
wzorowy brev:pun nothing
Sopot subst:sg:nom:m3 comma_after 
który adj:sg:nom:n:pos nothing
zaprosić praet:sg:n:perf nothing
do prep:gen nothing
współtworzyć ger:sg:gen:n:imperf:aff nothing
ten adj:sg:gen:n:pos nothing
wydarzenie subst:sg:gen:n nothing
studencki adj:sg:nom:n:pos nothing
koło subst:sg:nom:n nothing
naukowy adj:sg:nom:n:pos nothing
homunculus subst:sg:nom:n nothing
i conj nothing
koło subst:sg:nom:n nothing
nauka subst:pl:gen:f nothing
psychologiczny adj:pl:gen:f:pos nothing
anima subst:sg:gen:f nothing
z prep:gen:nwok nothing
uniwersytet subst:sg:gen:m3 nothing
gdański adj:sg:gen:m3:pos nothing
oraz conj nothing
pismo subst:sg:nom:n nothing
awangarda subst:sg:gen:f nothing
filozoficzno adja other_after 
naukowy adj:sg:gen:f:pos nothing
avant subst:sg:nom:f nothing
z prep:gen:nwok nothing
uniwersytet subst:sg:gen:m3 nothing
Mikołaj subst:sg:gen:m1 nothing
Kopernik subst:sg:gen:m1 nothing
w prep:loc:nwok nothing
Toruń subst:sg:loc:m3 other_after 

podczas prep:gen nothing
to subst:sg:gen:n nothing
interdyscyplinarny adj:sg:gen:n:pos nothing
święto subst:sg:gen:n nothing
mózg subst:sg:gen:m3 nothing
przewidzieć ppas:pl:nom:m3:perf:aff nothing
być fin:pl:ter:imperf nothing
wykład subst:pl:nom:m3 nothing
specjalista subst:pl:gen:m1 nothing
z prep:gen:nwok nothing
różny adj:pl:gen:f:pos nothing
dziedzina subst:pl:gen:f other_after 
neuropsychologia subst:sg:gen:f comma_after 
sen subst:sg:gen:m3 comma_after 
neurobiologia subst:sg:gen:f nothing
uzależnienie subst:pl:gen:n comma_after 
neurodydaktyki subst:sg:nom:n nothing
oraz conj nothing
kognitywistyki subst:sg:nom:f other_after 

na prep:acc nothing
koniec subst:sg:acc:m3 nothing
odbyć fin:pl:ter:perf nothing
się qub nothing
warsztaty subst:pl:nom:n nothing
prowadzić ppas:pl:nom:n:imperf:aff nothing
przez prep:acc:nwok nothing
koła subst:pl:acc:n nothing
naukowy adj:pl:acc:n:pos comma_after 
podczas prep:gen nothing
który adj:pl:gen:n:pos nothing
uczestnik subst:pl:nom:m1 nothing
być bedzie:pl:ter:imperf nothing
móc praet:pl:m1:imperf nothing
między prep:inst nothing
inny adj:pl:inst:f:pos other_after 
zobaczyć inf:perf nothing
eksperyment subst:pl:acc:m3 nothing
z prep:inst:nwok nothing
wykorzystać ger:sg:inst:n:perf:aff nothing
szczur subst:pl:gen:m2 comma_after 
dowiedzieć inf:perf nothing
się qub nothing
o prep:loc nothing
fala subst:pl:loc:f nothing
swój adj:sg:gen:m3:pos nothing
mózg subst:sg:gen:m3 nothing
przy prep:loc nothing
pomoc subst:sg:loc:f nothing
aparat subst:sg:gen:m3 nothing
EEG subst:sg:gen:n comma_after 
zobaczyć inf:perf nothing
trójwymiarowy adj:sg:acc:m3:pos nothing
Atlas subst:sg:acc:m3 nothing
mózg subst:sg:gen:m3 comma_after 
dowiedzieć inf:perf nothing
się qub nothing
jak adv:pos nothing
dobrze adv:com nothing
zapamiętywać inf:imperf nothing
informacja subst:pl:acc:f nothing
i conj nothing
szybko adv:pos nothing
czytać inf:imperf comma_after 
jaki adj:sg:acc:f:pos nothing
dieta subst:sg:acc:f nothing
lubić fin:sg:ter:imperf nothing
nasz adj:sg:acc:m3:pos nothing
mózg subst:sg:acc:m3 comma_after 
co subst:sg:inst:n nothing
być fin:pl:ter:imperf nothing
neuron subst:pl:nom:m3 nothing
lustrzany adj:pl:nom:m3:pos other_after 

język subst:sg:nom:m3 nothing
opis subst:sg:gen:m3 nothing
wymaganie subst:pl:gen:n nothing
funkcjonalny adj:pl:gen:n:pos nothing
na prep:acc nothing
system subst:sg:acc:m3 nothing
informatyczny adj:sg:acc:m3:pos nothing

język subst:sg:nom:m3 nothing
naturalny adj:sg:nom:m3:pos other_after 
stosowany adj:sg:nom:m3:pos nothing
w prep:loc:wok nothing
wstępny adj:sg:loc:m3:pos nothing
etap subst:sg:loc:m3 nothing
praca subst:pl:gen:f comma_after 
nie qub nothing
wymagać fin:sg:ter:imperf nothing
dodatkowy adj:sg:gen:f:pos nothing
wiedza subst:sg:gen:f comma_after 
jednak conj nothing
móc fin:sg:ter:imperf nothing
być inf:imperf nothing
niejednoznaczny adj:sg:nom:m1:pos other_after 

język subst:sg:nom:m3 nothing
naturalny adj:sg:nom:m3:pos nothing
strukturalny adj:sg:nom:m3:pos other_after 
naturalny adj:sg:nom:m3:pos nothing
z prep:inst:nwok nothing
ograniczony adj:sg:inst:n:pos nothing
słownictwo subst:sg:inst:n comma_after 
narzucać fin:sg:ter:imperf nothing
struktura subst:sg:acc:f nothing
opis subst:sg:gen:m3 comma_after 
wymuszać fin:sg:ter:imperf nothing
duży adj:sg:acc:f:com nothing
jednoznaczność subst:sg:acc:f comma_after 
wymagać fin:sg:ter:imperf nothing
znajomość subst:sg:gen:f nothing
ograniczenie subst:pl:gen:n nothing
ten adj:sg:gen:m3:pos nothing
język subst:sg:gen:m3 other_after 

tablica subst:pl:nom:f nothing
i conj nothing
formularz subst:pl:nom:m3 other_after 
przedstawić ger:sg:nom:n:perf:aff nothing
wymaganie subst:pl:gen:n nothing
w prep:loc:nwok nothing
postać subst:sg:loc:f nothing
tablica subst:pl:gen:f other_after 
formularz subst:pl:gen:m3 other_after  comma_after 
strukturalizować fin:sg:ter:imperf nothing
informacja subst:pl:acc:f comma_after 
wypełniać ger:sg:nom:n:imperf:aff nothing
tablica subst:pl:gen:f nothing
język subst:sg:inst:m3 nothing
naturalny adj:sg:inst:m3:pos other_after 

diagram subst:pl:nom:m3 nothing
blokowy adj:pl:nom:m3:pos other_after 
uzupełniać fin:pl:ter:imperf nothing
forma subst:sg:acc:f nothing
specyfikacja subst:sg:gen:f nothing
wymaganie subst:pl:gen:n comma_after 
ułatwiać fin:pl:ter:imperf nothing
komunikacja subst:sg:acc:f nothing
klient subst:sg:nom:m1 nothing
wykonawca subst:sg:nom:m1 comma_after 
konieczność subst:sg:acc:f nothing
tworzyć ger:sg:gen:n:imperf:aff nothing
legenda subst:pl:gen:f comma_after 
symbolika subst:pl:nom:f nothing
i conj nothing
semantyka subst:pl:acc:f other_after 

diagram subst:pl:nom:m3 nothing
kontekstowy adj:pl:nom:m3:pos nothing
i conj nothing
dpu subst:sg:nom:m3 other_after 
przedstawienie subst:sg:nom:n nothing
graficzny adj:pl:nom:n:pos nothing
wymaganie subst:pl:gen:n comma_after 
pokazować fin:pl:ter:imperf nothing
powiązanie subst:sg:acc:n nothing
z prep:inst:nwok nothing
otoczenie subst:sg:inst:n comma_after 
wymagać fin:pl:ter:imperf nothing
znajomość subst:sg:gen:f nothing
notacja subst:sg:gen:f other_after 

co subst:sg:inst:n nothing
być fin:pl:ter:imperf nothing
wzorzec subst:pl:nom:m3 nothing
projektowy adj:pl:nom:m3:pos other_after 

w prep:loc:nwok nothing
inżynieria subst:sg:loc:f nothing
oprogramowanie subst:sg:gen:n nothing
wzorzec subst:sg:nom:m3 nothing
projektowy adj:sg:nom:m3:pos other_after 
ang brev:pun other_after 
design subst:sg:nom:m3 nothing
pattern subst:sg:nom:m3 other_after 
to conj nothing
uniwersalny adj:pl:nom:m3:pos comma_after 
sprawdzić ppas:sg:nom:n:perf:aff nothing
rozwiązanie subst:sg:nom:n nothing
często adv:pos nothing
pojawiać pact:pl:gen:m3:imperf:aff nothing
się qub nothing
problem subst:pl:gen:m3 nothing
projektowy adj:pl:gen:m3:pos other_after 

ciekawy adj:sg:acc:f:pos nothing
definicja subst:sg:acc:f nothing
wzorzec subst:sg:gen:m3 nothing
projektowy adj:sg:gen:m3:pos nothing
podać praet:pl:m1:perf nothing
córka brev:pun other_after 
alexander subst:sg:nom:m1 comma_after 
siostra brev:pun other_after 
ishikawa subst:sg:nom:m1 comma_after 
miasto brev:pun other_after 
silverstein subst:sg:nom:m1 nothing
w prep:loc:nwok other_after 
a conj nothing
pattern subst:sg:nom:m1 nothing
language subst:sg:nom:m1 other_after  other_after  other_after 
każdy adj:sg:nom:m3:pos nothing
wzorzec subst:sg:nom:m3 nothing
opisywać fin:sg:ter:imperf nothing
problem subst:sg:acc:m3 comma_after 
który adj:sg:nom:m1:pos nothing
ciągle adv:pos nothing
pojawiać fin:sg:ter:imperf nothing
się qub nothing
w prep:loc:nwok nothing
nasz adj:sg:loc:f:pos nothing
dziedzina subst:sg:loc:f comma_after 
a conj nothing
następnie adv nothing
określać fin:sg:ter:imperf nothing
zasadniczy adj:sg:acc:f:pos nothing
część subst:sg:acc:f nothing
on ppron3:sg:gen:m1:ter:akc:npraep nothing
rozwiązanie subst:sg:gen:n nothing
w prep:acc:nwok nothing
taki adj:sg:acc:m3:pos nothing
sposób subst:sg:acc:m3 comma_after 
by comp nothing
można pred nothing
być praet:sg:n:imperf nothing
zastosować inf:perf nothing
on ppron3:sg:acc:n:ter:akc:npraep nothing
nawet qub nothing
milion num:pl:acc:m3:rec nothing
raz subst:pl:gen:m3 comma_after 
za prep:inst nothing
każdy adj:sg:inst:m3:pos nothing
raz subst:sg:inst:m3 nothing
w prep:loc:nwok nothing
nieco adv nothing
inny adj:sg:acc:m3:pos nothing
sposób subst:sg:acc:m3 other_after  comma_after 
ten adj:sg:nom:f:pos nothing
definicja subst:sg:nom:f nothing
w prep:loc:nwok nothing
pełnia subst:sg:loc:f nothing
oddawać fin:sg:ter:imperf nothing
idea subst:pl:acc:f nothing
wzorzec subst:sg:gen:m3 nothing
projektowy adj:sg:gen:m3:pos other_after 
nie conj nothing
tylko conj nothing
w prep:loc:nwok nothing
informatyka subst:sg:loc:f other_after  other_after 

architekt subst:sg:nom:m1 nothing
Christopher subst:sg:nom:m1 nothing
alexander subst:sg:nom:m1 comma_after 
jako conj nothing
pierwszy adj:sg:nom:m1:pos nothing
uchwycić praet:sg:m1:perf nothing
koncepcja subst:sg:acc:f nothing
idea subst:sg:gen:f nothing
projektowy adj:pl:gen:f:pos nothing
jako conj nothing
rodzaj subst:sg:gen:m3 nothing
wzorzec subst:sg:gen:m3 other_after 

według prep:gen nothing
on ppron3:sg:gen:m3:ter:akc:praep nothing
wzorzec subst:pl:nom:m3 nothing
zostać praet:pl:m3:perf nothing
pomyśleć ppas:pl:nom:m3:perf:aff nothing
jako prep:nom nothing
zestaw subst:sg:nom:m3 nothing
sprawdzić ppas:pl:gen:f:perf:aff nothing
koncepcja subst:pl:gen:f nothing
architektoniczny adj:pl:gen:f:pos nothing
służyć pact:pl:gen:f:imperf:aff nothing
konstruować ger:sg:dat:n:imperf:aff nothing
środowisko subst:sg:gen:n nothing
mieszkalny adj:sg:gen:n:pos nothing
i conj nothing
środowisko subst:sg:gen:n nothing
praca subst:sg:gen:f other_after 

sam adj:sg:nom:m3:pos nothing
termin subst:sg:nom:m3 nothing
wzorzec subst:sg:gen:m3 nothing
projektowy adj:sg:gen:m3:pos other_after 
design subst:sg:nom:m3 nothing
pattern subst:sg:nom:m3 other_after 
do prep:gen nothing
inżynieria subst:sg:gen:f nothing
oprogramowanie subst:sg:gen:n nothing
wprowadzić praet:sg:m1:perf nothing
około prep:gen nothing
rok subst:sg:gen:m3 nothing
1987 adj:sg:gen:m3:pos nothing
Kent subst:sg:gen:m3 nothing
Beck subst:sg:nom:m1 comma_after 
natomiast conj nothing
swój adj:sg:acc:f:pos nothing
popularyzacja subst:sg:acc:f nothing
zawdzięczać fin:sg:ter:imperf nothing
kultowy adj:sg:gen:f:pos nothing
już qub nothing
książka subst:sg:loc:f nothing
desing subst:sg:gen:n nothing
pattern subst:sg:gen:n nothing
autorstwo subst:sg:gen:n nothing
gamma subst:sg:gen:f comma_after 
helma subst:sg:nom:m1 comma_after 
